Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
ELET5,"76,23","18,87","1,63","4,113","0,00%","0,668","6,36","44,15","-1,99","55,28","32,76","9,32%","21,96%","1,71","1,72%","8,63%","19.700,80","73.478.300.000,00","0,65","-16,35%"
SMLE3,"92,82","18,88","21,91","6,635","0,00%","6,477","-124,00","16,50","-42,31","16,32","13,20","40,22%","35,14%","0,91","46,17%","116,04%","0,00","524.731.000,00","0,00","36,83%"
UNIP5,"73,61","18,91","4,03","1,797","1,08%","1,542","10,52","8,94","-7,82","8,42","6,71","20,11%","9,57%","1,54","24,64%","21,31%","71.813,90","1.725.010.000,00","0,41","34,30%"
EEEL3,"547,50","18,97","2,08","3,985","3,61%","0,949","4,45","11,11","-4,11","11,04","10,32","35,89%","20,82%","3,19","9,91%","10,99%","2.756,27","2.537.680.000,00","0,27","-6,70%"
EQPA5,"6,25","19,21","4,09","2,350","4,00%","1,128","5,67","9,73","-3,54","10,96","8,99","24,16%","12,23%","1,96","15,71%","21,30%","8.218,22","3.373.180.000,00","1,25","6,29%"
TMCP4,"58,20","19,31","1,44","1,585","0,00%","0,973","4,00","25,21","4,92","20,63","20,63","6,29%","9,75%","2,30","5,54%","7,44%","0,00","1.798.930.000,00","0,03","10,49%"
GGBR3,"26,67","19,39","1,49","1,047","1,57%","0,727","3,85","10,42","-5,32","12,66","8,14","10,04%","5,45%","2,04","8,80%","7,67%","3.920.050,00","30.860.300.000,00","0,57","3,82%"
OFSA3,"32,50","19,54","3,13","2,401","1,88%","1,588","3,98","14,99","12,85","16,28","13,28","16,02%","12,29%","2,85","14,53%","16,00%","510.675,00","560.778.000,00","0,70","12,11%"
ODPV3,"13,30","19,57","5,88","4,003","5,23%","3,678","15,89","12,24","25,63","10,97","10,51","32,70%","20,38%","1,81","49,73%","30,04%","21.131.900,00","1.202.280.000,00","0,00","7,73%"
WLMM4,"29,50","19,75","2,33","1,084","1,47%","1,887","5,70","15,84","7,89","13,96","13,22","6,84%","5,49%","4,44","15,98%","11,78%","23.313,70","461.754.000,00","0,02","28,46%"
UNIP6,"77,00","19,78","4,22","1,880","1,04%","1,613","11,01","9,35","-8,18","8,83","7,04","20,11%","9,57%","1,54","24,64%","21,31%","25.053.400,00","1.725.010.000,00","0,41","34,30%"
REDE3,"8,61","19,97","4,33","1,608","4,76%","0,839","7,12","9,66","-2,25","12,43","9,27","16,65%","10,87%","1,48","11,35%","21,68%","194.290,00","4.196.530.000,00","2,16","10,27%"
CARD3,"22,37","19,99","3,20","2,047","1,42%","1,732","42,72","14,11","-10,85","14,86","7,80","14,50%","10,24%","1,16","15,80%","16,01%","5.007.120,00","292.275.000,00","0,46","-1,53%"
AUTM3,"19,70","20,00","1,90","0,709","0,00%","0,547","4,08","6,78","-2,42","8,22","8,99","10,47%","4,31%","1,48","11,93%","9,50%","0,00","1.304.250.000,00","0,97","28,21%"
TGMA3,"22,34","20,03","2,36","1,457","2,37%","1,436","4,73","14,75","12,67","14,69","11,90","9,88%","7,26%","2,52","13,60%","11,79%","12.289.500,00","624.663.000,00","0,41","4,08%"
UCAS3,"4,50","20,05","1,91","1,977","6,45%","1,449","4,44","23,08","5,13","19,39","11,48","8,56%","9,86%","2,67","8,39%","9,51%","346.821,00","155.948.000,00","0,00","-4,59%"
AEDU11,"37,35","20,13","1,13","1,405","0,00%","0,732","5,77","13,93","-7,31","16,14","10,82","10,08%","6,98%","2,04","5,77%","5,60%","0,00","2.415.400.000,00","0,30","20,90%"
VVAR3,"12,78","20,33","3,41","0,706","0,00%","0,618","27,18","7,61","-2,61","9,89","7,38","9,28%","3,47%","1,04","12,05%","16,79%","603.275.000,00","5.979.000.000,00","1,52","7,82%"
CIEL3,"3,69","20,45","1,06","2,144","1,67%","0,115","1,31","18,02","-4,03","22,38","12,10","11,90%","10,49%","1,11","3,52%","5,17%","124.999.000,00","9.490.850.000,00","0,73","-17,77%"
ENEV3,"16,31","20,48","2,60","6,362","0,00%","1,272","11,07","19,66","-3,85","24,57","16,83","32,36%","31,03%","2,75","7,59%","12,70%","121.998.000,00","7.934.160.000,00","0,89","10,01%"
ALLL11,"16,50","20,59","0,41","0,878","0,00%","0,133","1,01","3,39","-0,31","10,10","5,18","25,94%","4,37%","2,25","4,83%","1,98%","0,00","14.983.600.000,00","1,33","12,02%"
ALLL4,"3,32","20,72","0,41","0,884","0,00%","0,134","1,01","3,41","-0,31","10,12","5,19","25,94%","4,37%","2,25","4,83%","1,98%","0,00","14.983.600.000,00","1,33","12,02%"
EEEL4,"600,00","20,78","2,28","4,368","3,63%","1,039","4,87","12,17","-4,50","12,11","11,31","35,89%","20,82%","3,19","9,91%","10,99%","1.500,00","2.537.680.000,00","0,27","-6,70%"
BRPR3,"8,79","20,95","0,59","13,777","1,53%","0,406","4,27","19,98","-2,19","24,93","24,83","68,95%","65,78%","3,57","2,29%","2,83%","16.858.900,00","7.279.600.000,00","0,31","-8,77%"
LOGG3,"28,96","21,14","0,97","20,903","1,85%","0,702","6,53","27,46","-8,48","30,68","30,47","76,13%","100,73%","2,37","2,88%","4,57%","14.928.900,00","3.060.120.000,00","0,26","10,66%"
VALE3,"107,00","21,17","3,04","2,712","6,23%","1,183","11,09","5,28","-3,32","5,35","4,63","51,36%","11,94%","1,67","27,42%","14,38%","2.849.950.000,00","185.785.000.000,00","0,42","20,86%"
QUAL3,"29,25","21,19","4,94","4,101","1,00%","1,885","16,92","10,27","-7,64","11,03","7,58","39,92%","19,51%","1,43","27,78%","23,29%","93.653.200,00","1.683.320.000,00","0,80","0,26%"
PARD3,"20,84","21,57","3,72","1,827","1,38%","1,386","9,04","12,13","-6,72","12,80","8,74","15,07%","8,47%","1,57","15,45%","17,25%","10.498.800,00","733.380.000,00","0,58","12,83%"
BPAC5,"25,40","21,65","2,66","0,000","1,54%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","12,29%","181.430,00","26.680.700.000,00","0,00","6,10%"
INTB3,"21,72","21,70","7,29","3,334","0,00%","2,914","7,40","23,89","12,33","23,04","21,36","13,95%","15,37%","1,89","29,63%","33,59%","27.704.200,00","976.230.000,00","0,51","25,71%"
ABEV3,"15,81","21,87","3,37","4,262","3,10%","1,988","133,45","18,10","-16,92","17,09","12,54","23,54%","20,10%","1,06","15,58%","15,42%","361.206.000,00","73.815.600.000,00","0,06","6,05%"
MERC4,"10,80","22,22","0,79","0,000","4,58%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","3,54%","2.027,85","247.665.000,00","0,00","-24,77%"
CRTP3,"86,50","22,26","2,38","2,435","0,00%","1,570","5,55","19,63","8,19","18,02","18,02","12,40%","10,94%","2,14","12,36%","10,68%","0,00","1.210.570.000,00","0,12","10,11%"
RPAD5,"8,95","22,32","0,74","7.813,440","6,09%","0,730","59,92","-152,93","60,47","-148,66","-148,66","-5.109,28%","35.003,10%","2,32","-0,49%","3,30%","3.770,73","1.028.140.000,00","0,00","-17,29%"
BSCT6,"2,58","22,49","2,04","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","9,05%","0,00","212.960.000,00","0,00","1,92%"
RSIP3,"0,44","22,70","1,32","0,875","0,00%","0,433","-10,98","9,53","-1,46","18,48","33,21","9,17%","3,85%","0,90","5,00%","5,80%","0,00","66.914.000,00","1,40","15,13%"
RSIP4,"0,44","22,70","1,32","0,875","0,00%","0,433","-10,98","9,53","-1,46","18,48","33,21","9,17%","3,85%","0,90","5,00%","5,80%","0,00","66.914.000,00","1,40","15,13%"
BSLI4,"28,15","22,73","15,07","0,000","1,13%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","66,32%","88.158,00","677.936.000,00","0,00","11,40%"
POMO3,"2,53","23,07","0,94","0,667","0,79%","0,409","1,65","11,96","-29,26","16,88","11,41","5,58%","2,53%","1,85","4,49%","4,07%","712.233,00","2.552.220.000,00","0,80","11,30%"
TVIT3,"19,30","23,46","5,45","1,705","0,00%","2,424","175,42","16,02","-12,72","17,14","17,14","10,64%","7,27%","1,04","17,58%","23,24%","0,00","314.984.000,00","0,56","0,00%"
GGBR4,"32,39","23,54","1,80","1,271","1,30%","0,882","4,67","12,66","-6,46","14,90","9,58","10,04%","5,45%","2,04","8,80%","7,67%","495.852.000,00","30.860.300.000,00","0,57","3,82%"
TMGC3,"1.500,00","23,77","3,05","2,182","0,00%","2,101","12,70","33,47","22,43","32,14","32,14","6,52%","9,18%","1,69","8,73%","12,83%","0,00","1.167.010.000,00","0,05","10,49%"
LIGH3,"16,66","23,81","1,16","0,556","0,00%","0,307","9,46","7,89","-0,64","16,00","9,73","7,05%","2,34%","1,15","4,62%","4,88%","0,00","5.637.540.000,00","1,52","8,73%"
TSEP4,"29,01","23,97","1,30","1,282","0,00%","0,906","3,80","14,82","4,43","12,29","12,29","8,65%","5,35%","1,88","9,10%","5,43%","0,00","2.047.020.000,00","0,00","4,50%"
POMO4,"2,68","24,43","0,99","0,707","0,75%","0,433","1,75","12,67","-31,00","17,59","11,89","5,58%","2,53%","1,85","4,49%","4,07%","24.371.200,00","2.552.220.000,00","0,80","11,30%"
GMAT3,"8,03","24,44","3,14","1,431","0,00%","2,164","3,77","20,33","4,96","19,26","15,79","7,04%","5,86%","4,46","16,97%","12,86%","34.065.200,00","5.644.260.000,00","0,21","54,28%"
ELEK3,"19,11","24,46","2,66","0,619","0,34%","1,067","3,75","52,11","-110,34","65,77","26,15","1,19%","2,53%","1,94","2,52%","10,87%","0,00","226.327.000,00","0,99","5,69%"
MAGS3,"62,45","24,49","3,13","2,217","0,00%","2,120","4,90","15,02","6,65","14,19","14,19","14,76%","8,91%","3,06","18,74%","12,78%","0,00","848.546.000,00","0,13","10,05%"
ESTC11,"23,50","24,66","0,76","0,628","0,00%","0,261","1,68","6,84","-0,73","15,94","6,32","9,19%","2,55%","2,12","4,80%","3,06%","0,00","3.204.970.000,00","1,51","4,45%"
ALLL3,"3,97","24,77","0,49","1,057","0,00%","0,160","1,21","4,07","-0,37","10,79","5,53","25,94%","4,37%","2,25","4,83%","1,98%","0,00","14.983.600.000,00","1,33","12,02%"
JOPA4,"74,88","24,89","1,52","0,507","0,42%","0,390","1,36","6,75","57,20","10,80","9,45","7,50%","2,46%","1,76","8,39%","6,10%","3.896,25","521.619.000,00","1,94","7,33%"
CRUZ3,"27,59","25,31","22,46","6,614","0,00%","7,185","62,03","20,74","124,93","20,75","19,27","31,89%","26,13%","1,19","46,80%","88,76%","0,00","1.877.350.000,00","0,63","3,04%"
BPAN4,"13,80","25,37","3,13","0,000","1,50%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","12,33%","75.060.400,00","5.317.470.000,00","0,00","15,71%"
MLFT4,"22,39","25,72","1,22","2,908","0,00%","0,281","1,85","6,69","-0,99","13,37","8,87","43,44%","26,02%","2,33","5,47%","4,73%","0,00","1.616.700.000,00","2,21","1,10%"
BRGE5,"14,37","25,75","0,86","41,269","0,00%","0,349","0,82","-2,62","1,74","1,27","1,28","-1.572,46%","248,85%","3,39","-27,52%","3,33%","1.222,55","1.234.610.000,00","0,00","-2,20%"
TNLP4,"20,36","25,96","0,71","0,344","0,00%","0,125","1,29","3,40","-0,33","9,07","9,07","10,12%","-0,07%","1,48","4,58%","2,72%","0,00","13.736.000.000,00","2,02","15,39%"
MRSA5B,"33,00","26,08","2,60","3,112","2,24%","1,008","-42,12","13,57","-2,27","15,73","6,93","22,93%","11,94%","0,88","8,62%","9,98%","247,50","4.312.820.000,00","0,69","1,03%"
MRSA5B,"33,00","26,08","2,60","3,112","2,24%","1,008","-42,12","13,57","-2,27","15,73","6,93","22,93%","11,94%","0,88","8,62%","9,98%","247,50","4.312.820.000,00","0,69","1,03%"
UGPA3,"20,90","26,09","2,44","0,287","2,11%","0,643","2,83","15,39","-2,63","22,99","12,52","1,86%","1,14%","1,89","6,18%","9,37%","141.050.000,00","9.533.750.000,00","2,01","2,10%"
SCAR3,"39,50","26,11","1,47","6,720","0,16%","0,742","6,14","10,69","-2,44","15,37","12,56","62,86%","26,19%","2,73","8,10%","5,65%","368.621,00","1.547.000.000,00","0,93","-9,15%"
FIGE4,"38,01","26,42","0,39","14,552","0,08%","0,388","1,10","15,50","1,11","1,77","1,77","93,88%","55,08%","595,64","3,81%","1,47%","0,00","231.086.000,00","0,00","-52,67%"
AMBV4,"86,80","26,59","8,74","8,027","0,00%","5,253","144,02","20,54","-37,72","20,36","18,35","39,08%","30,76%","1,18","32,43%","32,88%","0,00","31.105.700.000,00","0,10","21,73%"
AMBV3,"87,00","26,65","8,76","8,045","0,00%","5,266","144,35","20,59","-37,80","20,41","18,39","39,08%","30,76%","1,18","32,43%","32,88%","0,00","31.105.700.000,00","0,10","21,73%"
B3SA3,"55,03","27,06","4,58","12,047","4,75%","2,425","15,14","19,78","-23,86","18,30","15,46","60,90%","44,50%","1,77","18,56%","16,94%","917.581.000,00","24.510.000.000,00","0,29","40,00%"
LEVE3,"26,34","27,14","2,51","1,407","2,09%","1,208","6,01","9,26","27,17","9,15","7,14","15,19%","5,09%","1,55","19,22%","9,24%","9.782.880,00","1.347.960.000,00","0,42","2,56%"
RPSA4,"4,90","27,33","1,55","5,697","0,00%","0,805","5,09","107,53","-4,50","137,55","137,55","5,30%","20,85%","2,09","0,85%","5,69%","0,00","1.167.980.000,00","0,61","-14,23%"
MTRE3,"12,65","27,70","1,33","3,254","0,00%","1,013","1,54","31,72","1,74","14,63","13,89","10,26%","11,94%","5,09","7,78%","4,80%","10.029.800,00","1.006.440.000,00","0,05","65,45%"
SEBB11,"23,27","28,01","6,44","2,214","0,00%","5,279","24,65","23,96","28,94","23,73","23,73","9,24%","7,40%","2,44","24,15%","23,01%","0,00","145.783.000,00","0,01","50,04%"
BPAC11,"99,50","28,27","3,48","0,000","1,18%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","12,29%","412.164.000,00","26.680.700.000,00","0,00","6,10%"
MELK3,"5,82","28,47","1,04","2,082","0,00%","0,676","1,12","20,02","1,22","9,73","9,28","10,40%","9,83%","3,15","5,63%","3,66%","3.976.000,00","1.162.780.000,00","0,07","3,30%"
SIMH3,"38,59","28,80","4,20","0,810","0,30%","0,311","1,33","7,08","-0,73","15,34","7,71","11,45%","4,05%","2,08","7,60%","14,58%","24.751.700,00","1.892.600.000,00","9,35","2,15%"
PDTC3,"6,35","28,94","4,84","2,943","0,00%","1,323","3,82","35,22","30,32","36,72","24,37","8,36%","10,17%","1,82","5,52%","16,71%","844.633,00","103.012.000,00","0,83","325,80%"
DOHL3,"32,50","29,26","3,75","4,711","1,19%","2,829","6,50","58,22","9,68","56,95","42,12","8,09%","16,10%","5,24","5,62%","12,82%","11.311,40","655.505.000,00","0,07","4,85%"
SBSP3,"41,85","29,39","1,25","1,607","3,29%","0,567","52,90","6,54","-1,35","9,62","6,56","24,56%","5,47%","1,09","9,43%","4,27%","182.101.000,00","22.793.700.000,00","0,76","6,97%"
GPAR3,"63,00","29,50","3,46","17,633","1,45%","2,414","16,05","33,46","-22,90","33,17","32,88","52,69%","59,78%","4,23","7,82%","11,73%","1.432,62","1.418.780.000,00","0,08","-10,39%"
BRGE6,"16,50","29,57","0,98","47,386","4,41%","0,400","0,94","-3,01","2,00","0,88","0,89","-1.572,46%","248,85%","3,39","-27,52%","3,33%","78,75","1.234.610.000,00","0,00","-2,20%"
FIGE3,"43,00","29,89","0,44","16,462","0,07%","0,439","1,25","17,54","1,25","3,80","3,80","93,88%","55,08%","595,64","3,81%","1,47%","0,00","231.086.000,00","0,00","-52,67%"
AFLT3,"8,90","30,01","3,00","15,626","13,06%","2,702","11,66","29,29","16,15","27,70","27,51","53,36%","52,07%","7,91","11,05%","9,98%","20.787,50","187.459.000,00","0,00","7,93%"
LREN3,"41,49","30,13","6,00","4,383","0,78%","2,256","10,12","34,40","-135,10","35,14","19,27","12,74%","14,54%","1,58","9,09%","19,93%","382.427.000,00","5.501.320.000,00","0,62","5,80%"
BSCT5,"3,50","30,51","2,76","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","9,05%","0,00","212.960.000,00","0,00","1,92%"
JPSA3,"26,76","30,74","1,45","3,476","0,43%","0,335","2,22","8,00","-1,19","14,67","9,74","43,44%","26,02%","2,33","5,47%","4,73%","6.295.090,00","1.616.700.000,00","2,21","1,10%"
NATU3,"36,86","30,77","5,02","1,849","0,00%","1,333","22,88","14,25","-4,25","15,92","9,95","12,97%","6,01%","1,16","13,58%","16,30%","0,00","6.760.460.000,00","1,35","24,52%"
BMKS3,"242,10","31,62","0,58","5,053","2,51%","0,509","0,69","-39,31","0,79","13,84","44,50","-12,85%","15,98%","31,67","-4,55%","1,83%","9.185,12","190.456.000,00","0,02","1,81%"
DTEX3,"20,85","31,78","2,78","2,453","3,59%","1,254","7,98","17,70","-6,90","19,52","11,08","13,86%","7,72%","1,75","9,39%","8,75%","53.747.500,00","5.186.850.000,00","0,62","11,00%"
IGTA3,"36,82","32,15","2,07","9,626","0,56%","0,948","6,28","20,55","-3,43","26,50","18,02","46,84%","29,95%","2,33","6,01%","6,44%","82.627.600,00","3.138.570.000,00","1,10","1,09%"
CREM3,"14,50","32,69","2,45","0,685","0,00%","0,670","4,89","8,52","-5,41","12,04","7,07","8,05%","2,10%","1,29","11,36%","7,50%","0,00","189.701.000,00","1,58","-0,27%"
EQPA6,"10,68","32,83","6,99","4,016","2,62%","1,927","9,69","16,62","-6,05","17,86","14,64","24,16%","12,23%","1,96","15,71%","21,30%","0,00","3.373.180.000,00","1,25","6,29%"
TSEP3,"40,00","33,05","1,79","1,768","0,00%","1,250","5,24","20,44","6,11","17,91","17,91","8,65%","5,35%","1,88","9,10%","5,43%","0,00","2.047.020.000,00","0,00","4,50%"
ELEK4,"26,00","33,27","3,62","0,842","0,25%","1,452","5,10","70,89","-150,12","84,56","33,61","1,19%","2,53%","1,94","2,52%","10,87%","0,00","226.327.000,00","0,99","5,69%"
FLRY3,"27,18","33,57","4,93","2,903","2,68%","1,562","11,20","17,65","-4,56","19,41","11,20","16,45%","8,65%","1,69","11,55%","14,68%","51.319.400,00","1.750.850.000,00","1,09","9,38%"
UGPA4,"27,10","33,82","3,17","0,372","0,00%","0,834","3,66","19,95","-3,41","27,56","15,00","1,86%","1,14%","1,89","6,18%","9,37%","0,00","9.533.750.000,00","2,01","2,10%"
WSON33,"53,50","33,92","1,71","2,099","5,67%","0,705","13,32","4,92","-1,70","7,63","7,63","42,62%","6,49%","1,45","16,64%","5,03%","2.326.080,00","2.234.260.000,00","1,16","2,87%"
BSLI3,"43,00","34,72","23,03","0,000","0,67%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","66,32%","103.178,00","677.936.000,00","0,00","11,40%"
LCAM3,"26,55","35,02","3,23","2,415","1,73%","0,934","11,14","17,39","-2,45","21,80","12,76","13,89%","6,90%","1,34","9,24%","9,21%","71.527.200,00","4.186.290.000,00","1,70","73,04%"
CTIP3,"49,50","35,13","8,76","8,248","0,00%","3,774","-71,28","21,15","-14,32","21,42","18,26","38,99%","23,48%","0,85","24,63%","24,94%","0,00","1.486.250.000,00","0,67","13,43%"
TNLP3,"27,75","35,39","0,96","0,468","0,00%","0,170","1,76","4,63","-0,45","10,31","10,31","10,12%","-0,07%","1,48","4,58%","2,72%","0,00","13.736.000.000,00","2,02","15,39%"
CCPR3,"11,85","35,71","1,11","3,719","8,18%","0,367","5,54","7,46","-1,25","11,88","9,24","49,89%","26,32%","2,57","5,39%","3,11%","4.624.960,00","1.627.650.000,00","0,92","3,47%"
VIGR3,"25,00","36,57","2,55","0,763","0,00%","0,899","11,45","12,39","-5,02","15,20","22,95","6,16%","2,28%","1,26","9,06%","6,98%","0,00","1.593.560.000,00","0,84","54,72%"
ENAT3,"17,17","36,82","1,66","4,827","6,66%","1,050","3,35","19,31","15,23","15,38","5,17","25,00%","13,11%","3,56","9,53%","4,50%","40.709.800,00","2.755.480.000,00","0,28","24,19%"
USIM6,"20,50","38,18","1,73","1,597","0,21%","0,858","3,49","10,57","-20,00","11,02","7,81","15,11%","8,03%","2,64","10,50%","4,53%","6.637,27","14.867.500.000,00","0,40","17,56%"
PTNT3,"15,24","38,52","2,74","1,305","0,00%","1,012","5,07","30,36","-32,07","34,55","14,60","4,30%","4,94%","1,64","4,71%","7,12%","750.940,00","267.166.000,00","0,92","4,99%"
ALSC3,"27,75","38,57","2,20","10,717","0,95%","1,202","9,41","19,33","-4,22","17,49","14,08","55,45%","29,30%","5,39","7,03%","5,69%","0,00","2.593.960.000,00","0,00","2,34%"
USIM5,"20,81","38,76","1,75","1,621","0,21%","0,871","3,55","10,73","-20,30","11,18","7,92","15,11%","8,03%","2,64","10,50%","4,53%","381.517.000,00","14.867.500.000,00","0,40","17,56%"
PRIO3,"101,80","39,50","5,68","9,391","0,00%","2,633","-58,05","64,02","-9,93","70,12","17,81","14,67%","23,79%","0,86","4,88%","14,37%","656.047.000,00","3.150.410.000,00","0,80","53,05%"
RHDS3,"0,11","39,98","3,24","0,548","0,00%","0,790","-65,29","7,49","-2,70","10,70","8,06","7,31%","1,17%","0,97","11,80%","8,12%","0,00","272.045.000,00","1,49","4,38%"
MRSA3B,"51,09","40,37","4,03","4,819","0,00%","1,561","-65,21","21,01","-3,51","23,17","10,21","22,93%","11,94%","0,88","8,62%","9,98%","1.205,22","4.312.820.000,00","0,69","1,03%"
MRSA3B,"51,09","40,37","4,03","4,819","0,00%","1,561","-65,21","21,01","-3,51","23,17","10,21","22,93%","11,94%","0,88","8,62%","9,98%","1.205,22","4.312.820.000,00","0,69","1,03%"
USIM3,"21,78","40,57","1,84","1,696","0,18%","0,911","3,71","11,22","-21,25","11,68","8,27","15,11%","8,03%","2,64","10,50%","4,53%","14.568.100,00","14.867.500.000,00","0,40","17,56%"
VIVA3,"25,20","40,58","5,08","5,682","0,42%","2,780","7,14","29,98","13,14","29,25","22,61","18,95%","14,00%","2,41","12,80%","12,52%","27.846.800,00","1.171.480.000,00","0,33","39,73%"
POWE3,"14,10","41,17","5,69","1,030","0,00%","1,420","17,09","13,93","-8,88","14,13","13,58","7,39%","3,79%","1,16","14,68%","13,81%","6.878.230,00","222.339.000,00","0,19","-11,87%"
RAIA3,"30,50","41,22","2,98","0,897","0,00%","1,777","4,31","18,18","5,06","16,73","16,73","4,93%","2,18%","2,20","17,80%","7,22%","0,00","635.785.000,00","0,12","0,00%"
ALSO3,"26,39","41,48","1,07","8,794","0,00%","0,644","4,91","20,58","-4,94","16,52","10,70","42,72%","25,39%","4,37","3,60%","2,58%","34.751.700,00","6.544.850.000,00","0,00","27,52%"
BMIN4,"21,15","41,58","0,82","0,000","6,62%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","1,96%","42.093,80","125.130.000,00","0,00","-25,00%"
LUXM4,"67,49","41,65","3,72","3,353","6,92%","2,287","19,87","30,26","-16,74","30,57","13,03","11,08%","8,05%","1,86","8,97%","8,93%","17.239,50","94.257.000,00","0,27","3,88%"
BPAC3,"49,01","41,78","5,14","0,000","0,80%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","12,29%","218.374,00","26.680.700.000,00","0,00","6,10%"
IMCH3,"6,39","41,83","0,59","0,336","0,00%","0,289","-9,49","12,28","-0,78","21,16","6,62","2,73%","0,80%","0,82","2,55%","1,40%","0,00","920.589.000,00","0,51","21,04%"
CPLE5,"60,52","42,42","8,30","8,888","1,86%","3,540","94,47","38,37","-10,95","39,93","32,36","23,16%","20,98%","1,18","10,46%","19,56%","0,00","19.959.100.000,00","0,50","8,89%"
PTQS4,"189,46","43,43","2,19","4,717","0,00%","1,577","9,89","-7.214,41","-35,73","-7.466,35","-7.466,35","-0,07%","11,37%","3,32","-0,02%","5,04%","0,00","1.714.950.000,00","0,24","56,13%"
UOLL4,"19,62","43,52","2,35","2,054","0,00%","1,403","457,14","15,14","-12,83","16,49","16,49","13,56%","4,69%","1,01","10,57%","5,40%","0,00","1.003.690.000,00","0,23","21,99%"
PGMN3,"9,50","43,90","2,17","0,615","0,00%","0,733","3,35","13,27","-6,34","14,09","7,87","4,63%","1,40%","1,67","8,17%","4,95%","7.761.040,00","1.940.920.000,00","0,45","4,58%"
CEPE3,"128,00","44,01","5,61","1,392","0,00%","0,836","86,04","13,55","-1,40","20,26","14,28","10,27%","3,16%","1,04","7,15%","12,75%","0,00","1.702.000.000,00","3,21","-45,20%"
BMIN3,"22,40","44,04","0,86","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","1,96%","11.862,70","125.130.000,00","0,00","-25,00%"
PRGA4,"75,00","44,04","7,10","1,544","0,00%","1,227","8,16","19,57","-3,40","24,24","13,70","7,89%","3,52%","1,48","10,06%","16,11%","0,00","8.585.780.000,00","2,61","3,18%"
HBOR3,"8,73","44,07","0,92","1,200","0,00%","0,268","0,54","102,28","2,34","188,03","87,06","1,17%","6,36%","3,12","0,30%","2,10%","16.136.300,00","1.264.330.000,00","1,13","11,25%"
PETR3,"24,12","44,26","1,02","1,156","0,99%","0,319","52,13","3,37","-0,59","6,88","4,10","34,34%","2,30%","1,04","10,53%","2,30%","805.593.000,00","308.410.000.000,00","1,27","-0,13%"
LJQQ3,"16,05","44,29","6,27","1,854","0,42%","1,355","4,81","17,52","-21,94","16,75","12,35","10,58%","4,19%","1,64","12,78%","14,16%","29.199.700,00","479.327.000,00","0,78","20,62%"
CEGR3,"60,26","44,44","13,10","4,912","0,00%","4,585","-74,80","24,67","-11,14","26,04","21,36","19,91%","11,05%","0,80","22,54%","29,48%","64.354,90","1.194.110.000,00","0,99","2,33%"
PETR4,"24,35","44,69","1,03","1,167","0,00%","0,322","52,62","3,40","-0,59","6,91","4,12","34,34%","2,30%","1,04","10,53%","2,30%","2.467.020.000,00","308.410.000.000,00","1,27","-0,13%"
MOSI3,"21,50","45,06","24,77","11,767","0,00%","12,168","57,10","43,43","288,27","43,56","39,63","27,10%","26,11%","1,63","46,43%","54,96%","47.708.800,00","109.905.000,00","0,43","103,10%"
FESA4,"36,13","45,73","1,81","1,967","2,57%","1,133","9,10","10,14","-11,79","10,92","6,98","19,40%","4,32%","1,83","12,79%","3,95%","14.176.100,00","1.765.580.000,00","0,30","9,71%"
BMOB3,"18,00","45,80","10,58","9,539","0,00%","3,581","-20,63","26,35","-19,94","24,56","17,92","36,20%","20,83%","0,74","19,46%","23,11%","32.956.100,00","154.628.000,00","0,00","10,97%"
LEVE4,"44,49","45,84","4,23","2,376","0,00%","2,041","10,15","15,65","45,89","15,54","12,12","15,19%","5,09%","1,55","19,22%","9,24%","0,00","1.347.960.000,00","0,42","2,56%"
RENT3,"63,65","46,06","7,98","4,684","0,54%","2,362","37,92","27,94","-5,47","31,72","22,89","16,76%","10,17%","1,30","11,66%","17,32%","348.807.000,00","6.052.660.000,00","1,73","24,67%"
MOVI3,"17,08","46,83","2,16","1,250","0,87%","0,600","-75,04","11,54","-1,36","17,67","9,14","10,83%","2,67%","0,97","8,06%","4,62%","37.491.800,00","2.358.680.000,00","1,87","21,89%"
